id,Case Number,Date,Year,Type,Country,Area,Location,Fatal,original_order,Latitude,Longitude
11,1962.02.15,15--Feb--62,1962,Unprovoked,AUSTRALIA,Queensland,Between Smith’s Rock & Moreton Island,N,2470,-27.40256524,153.15861792
12,1962.02.04,04--Feb--62,1962,Unprovoked,AUSTRALIA,Queensland,Greenmount Beach,N,2467,-28.02476688,153.42955084
13,1962.01.21,21--Jan--62,1962,Provoked,AUSTRALIA,New South Wales,Cronulla,N,2462,-34.0575259,151.1523851
14,1962.01.14.b,14--Jan--62,1962,Provoked,AUSTRALIA,New South Wales,"Long Reef, North Manly",N,2457,-35.31376452,149.13642861
15,1962.01.14.a,14--Jan--62,1962,Unprovoked,AUSTRALIA,New South Wales,"Lennox Head, Ballina",N,2456,-28.7910334,153.5878047
16,1962.01.11.c,11--Jan--62,1962,Boat,AUSTRALIA,South Australia,Marino,N,2455,-35.0499168,138.5153326
17,1962.01.10,10--Jan--62,1962,Boat,AUSTRALIA,South Australia,Ceduna,N,2452,-32.1263581,133.6742187
18,1962.01.08,08--Jan--62,1962,Invalid,AUSTRALIA,New South Wales,Lake Illawarra,NULL,2451,-34.5427778,150.8594444
19,1962.01.07.b,07--Jan--62,1962,Provoked,AUSTRALIA,Queensland,Dicky Beach,N,2450,-26.7803121,153.1371567
20,1962.01.07.a,07--Jan--62,1962,Unprovoked,AUSTRALIA,New South Wales,Sydney,N,2449,-33.8548157,151.2164539
21,1962.01.02,02--Jan--62,1962,Provoked,AUSTRALIA,New South Wales,"Seaspray, near Sale",N,2447,-35.31376452,149.13642861
22,1962.00.00.a,Ca. 1962,1962,Unprovoked,AUSTRALIA,South Australia,Dangerous Reef,N,2443,-34.7826275,138.48206723
23,1961.12.28.c,28--Dec--61,1961,Unprovoked,AUSTRALIA,Queensland,"Lambert's Beach, Mackay",Y,2442,-21.0748198,149.2282950333
24,1961.12.28.b,28--Dec--61,1961,Unprovoked,AUSTRALIA,Queensland,"Lambert’s Beach, Mackay",N,2441,-21.0748198,149.2282950333
25,1961.12.27,27--Dec--61,1961,Provoked,AUSTRALIA,Western Australia,"North of main swimming area in Waterman's Bay Beach, Perth",N,2439,-31.85256094,115.76435806
26,1961.12.19,19--Dec--61,1961,Boat,AUSTRALIA,South Australia,Cowell,N,2438,-33.6841515,136.9236987
27,1961.12.18.a,18--Dec--61,1961,Unprovoked,AUSTRALIA,Queensland,Noosa Heads,Y,2436,-26.3970775,153.0897466
28,1961.12.13,13--Dec--61,1961,Unprovoked,AUSTRALIA,Torres Strait,"Horn Island, near Thursday Island",N,2435,-10.58325428,142.21634123
29,1961.09.06,06--Sep--61,1961,Invalid,AUSTRALIA,Western Australia,Broome,NULL,2423,-17.9566909,122.2240181
30,1961.07.07.b,07--Jul--61,1961,Provoked,AUSTRALIA,Queensland,Cape Moreton,N,2415,-27.0294705,153.46574
31,1961.05.07,07--May--61,1961,Provoked,AUSTRALIA,Western Australia,"Quinn’s Rocks, south of Yanchep",N,2404,-31.94967961,115.86193337
32,1961.04.25,25--Apr--61,1961,Provoked,AUSTRALIA,New South Wales,"Trial Bay, north of Kempsey",N,2402,-33.86487635,151.27188319
33,1961.04.16.a,16--Apr--61,1961,Provoked,AUSTRALIA,New South Wales,Otford,N,2398,-34.2077778,151.0027778
34,1961.04.14,14--Apr--61,1961,Unprovoked,AUSTRALIA,New South Wales,10 miles off Nambucca Heads  onboard trawler,N,2397,-35.3153972,149.13424297
1252,1994.02.00,Feb--94,1994,Unprovoked,NEW CALEDONIA,South Province,Cap Goulvain,Y,3852,-21.75,165.83333
1253,1993.08.00.b,Aug--93,1993,Unprovoked,NEW CALEDONIA,South Province,Ile Moro,Y,3820,-21.75,165.83333
1254,1993.03.00,Mar--93,1993,Unprovoked,NEW CALEDONIA,South Province,Île de Casey,N,3799,-21.75,165.83333
1255,1986.12.00,Dec--86,1986,Unprovoked,NEW CALEDONIA,NULL,I'le Ouen,N,3505,-22.4303634,166.8048909814
1256,1985.01.00.b,Jan--85,1985,Unprovoked,NEW CALEDONIA,South Province,Amedee Island,N,3439,-21.75,165.83333
1257,1983.03.00,Mar--83,1983,Unprovoked,NEW CALEDONIA,Loyalty Islands,"We, Lifou",N,3354,-20.9162737,167.2643347
1258,1982.07.00,Jul--82,1982,Unprovoked,NEW CALEDONIA,South Province,"Sarcelle, Isle of Pines",N,3327,-21.75,165.83333
1259,1982.03.00,Mar--82,1982,Unprovoked,NEW CALEDONIA,NULL,NULL,N,3318,-21.3019905,165.4880773
1260,1979.05.00.c,May--79,1979,Unprovoked,NEW CALEDONIA,North Province,Ile Yandé (between Poum and Bélep),N,3206,-21.05,164.9
1261,1979.05.00.b,May--79,1979,Unprovoked,NEW CALEDONIA,North Province,Balade,Y,3205,-21.05,164.9
1262,1979.03.00,Mar--79,1979,Unprovoked,NEW CALEDONIA,Grand Terre,"Five Mile Beach, I'le Ouen",Y,3199,-21.5,165.5
1263,1977.02.00,Feb--77,1977,Unprovoked,NEW CALEDONIA,NULL,I'le Ouen,N,3147,-22.4303634,166.8048909814
1264,1976.09.22,22--Sep--76,1976,Sea Disaster,NEW CALEDONIA,NULL,Sarcelle,N,3135,-22.2024407,166.45336
1265,1964.02.14.b,14--Feb--64,1964,Unprovoked,NEW CALEDONIA,NULL,NULL,Y,2611,-21.3019905,165.4880773
1266,1961.00.00.d,1961,1961,Unprovoked,NEW CALEDONIA,NULL,NULL,N,2366,-21.3019905,165.4880773
1267,1950.00.00.c,1950,1950,Unprovoked,NEW CALEDONIA,North Province,"Voh, near meatworks",N,1809,-21.05,164.9
1268,1950.00.00.b,Ca. 1950,1950,Unprovoked,NEW CALEDONIA,North Province,Mangalia Reef above Touho ,N,1808,-20.78333,165.23333
1269,1914.05.31,31--May--14,1914,Sea Disaster,NEW CALEDONIA,South Province,Noumea,Y,965,-22.2745264,166.442419
1270,1912.02.03,03--Feb--12,1912,Unprovoked,NEW CALEDONIA,South Province,Noumea,N,930,-22.2745264,166.442419
1271,1904.01.23,23--Jan--04,1904,Unprovoked,NEW CALEDONIA,South Province,Noumea,Y,792,-22.2745264,166.442419
1272,1898.06.22,22--Jun--1898,1898,Unprovoked,NEW CALEDONIA,South Province,Noumea,Y,709,-22.2745264,166.442419
1273,1886.05.06,06--May--1886,1886,Unprovoked,NEW CALEDONIA,South Province,Noumea,Y,549,-22.2745264,166.442419
1274,1965.01.09,09--Jan--65,1965,Unprovoked,NEW GUINEA,Central Province,Off Gaire Village,Y,2663,-9.136,147.4627
1275,1960.11.00.c,Nov--60,1960,Provoked,NEW GUINEA,Western District,Toro Passage, N,2353,-7.5846,142.3613
1276,1959.01.12,12--Jan--59,1959,Unprovoked,NEW GUINEA,Milne Bay Province,"Uga, Banaira, Milne Bay",N,2187,-9.5221,150.675
1277,1951.00.00,1951,1951,Unprovoked,NEW GUINEA,Madang Province,Manam Island,Y,1850,-4.985,145.1376
1278,1949.00.00.f,1949,1949,Unprovoked,NEW GUINEA,Calvados Archipelago,"Sabara Island, Calvados Chain 11.4S, 153E",Y,1781,-11.4,153
1279,1949.00.00.a,1949,1949,Unprovoked,NEW GUINEA,"Abau Sub District, Central Province",Kerpuna ,Y,1776,-10.105277,148.2652533
1280,1948.00.00.c,1948,1948,Unprovoked,NEW GUINEA,Morobe Province,Finschafen  ,N,1748,-6.8014,146.5616
1281,1944.00.00.a,1944,1944,Unprovoked,NEW GUINEA,Pacific Ocean,NULL,Y,1643,-6.5818885,146.4142937
1282,1940.00.00.e,1940,1940,Unprovoked,NEW GUINEA,Bwagaoia,"Bagalina, North coast Misima Island",Y,1527,-10.6784,152.8485
1283,1878.03.30.R,Reported 30--March--1878,1878,Unprovoked,NEW GUINEA,NULL,NULL,N,457,-5.52275,142.0735247094
1284,2017.10.21,21--Oct--17,2017,Unprovoked,NEW ZEALAND,North Island,"Off Tapuna Beach, Auckand",N,6233,-39.2378,175.6024
1285,2017.08.26.a,26--Aug--17,2017,Unprovoked,NEW ZEALAND,North Island,Off Tutukaka,N,6206,-39.2378,175.6024
1286,2017.04.27,27--Apr--17,2017,Unprovoked,NEW ZEALAND,South Island,"Porpoise Bay, Catlins",N,6155,-45.1527,169.8926
1287,2016.05.02,02--May--16,2016,Provoked,NEW ZEALAND,North Island,Cormandel,N,6024,-39.2378,175.6024
67,1960.01.07,07--Jan--60,1960,Boat,AUSTRALIA,Tasmania,Eaglehawk Neck,N,2282,-42.99903845,147.8661601596
68,1959.12.29,29--Dec--59,1959,Boat,AUSTRALIA,Queensland,Scotts Point Beach ,N,2270,-35.21574855,143.44662666
69,1959.12.28,28--Dec--59,1959,Boat,AUSTRALIA,New South Wales,"Leichardt, Sydney",N,2269,-35.31376452,149.13642861
70,1959.12.19.b,19--Dec--59,1959,Unprovoked,AUSTRALIA,Queensland,"Off Wynnum in Moreton Bay, near Brisbane",Y,2267,-27.39719924,153.16783468
71,1959.12.11,11--Dec--59,1959,Provoked,AUSTRALIA,Victoria,"Altona, Melbourne",N,2265,-37.88360825,144.7586157375
72,1959.12.07,07--Dec--59,1959,Invalid,AUSTRALIA,South Australia,Laura Bay,NULL,2264,-32.23278305,133.8510417787
73,1959.11.29,29--Nov--59,1959,Unprovoked,AUSTRALIA,Victoria,"Fairhaven Beach, Lorne",N,2261,-16.49281064,145.46263585
74,1959.11.28,28--Nov--59,1959,Unprovoked,AUSTRALIA,Queensland,"North Burleigh, near Brisbane",N,2260,-28.07497669,153.44594665
75,1959.11.22,22--Nov--59,1959,Unprovoked,AUSTRALIA,Queensland,"Surfer's Paradise, Northcliffe",N,2259,-28.00686716,153.42852468
76,1959.11.12.R,Reported 12--Nov--1959,1959,Provoked,AUSTRALIA,South Australia,Near Port Vincent,N,2256,-34.7780555,137.8616512
77,1959.11.09,09--Nov--59,1959,Provoked,AUSTRALIA,Western Australia, Perth,N,2254,-31.9527121,115.8604796
78,1959.08.30,30--Aug--59,1959,Invalid,AUSTRALIA,Tasmania,NULL,NULL,2238,-42.14220555,146.6723517878
79,1959.04.27,27--Apr--59,1959,Invalid,AUSTRALIA,New South Wales,Maroubra Bay,NULL,2206,-33.9455221,151.253571
80,1959.04.11,11--Apr--59,1959,Unprovoked,AUSTRALIA,Torres Strait,"Coconut Island , 100 miles east of Thursday Island",N,2205,-10.58325428,142.21634123
81,1959.04.05,05--Apr--59,1959,Unprovoked,AUSTRALIA,New South Wales,Thirroul,N,2202,-34.3164691,150.918932
82,1959.02.28,28--Feb--59,1959,Boat,AUSTRALIA,Victoria,Port Phillip Bay,N,2198,-38.10497705,144.7797343262
83,1959.01.31,31--Jan--59,1959,Unprovoked,AUSTRALIA,Western Australia,South Perth,N,2193,-31.9781791,115.8668993
84,1959.01.25,25--Jan--59,1959,Unprovoked,AUSTRALIA,Tasmania,"Whale Bay, King Island, Bass Strait",N,2191,-39.88590919,143.95133675
85,1959.01.17.b,17--Jan--59,1959,Unprovoked,AUSTRALIA,Tasmania,Safety Cove,Y,2190,-43.1789143,147.860731
86,1959.01.17.a,17--Jan--59,1959,Unprovoked,AUSTRALIA,Queensland,Alexandra Headland near Mooloolaba,N,2189,-26.6669432,153.1028931
87,1959.01.00,Jan--59,1959,Unprovoked,AUSTRALIA,Tasmania,Badger Head,N,2185,-41.102358,146.674535
88,1958.11.23,23--Nov--58,1958,Unprovoked,AUSTRALIA,Queensland,Surfer's Paradise,Y,2172,-27.9989899,153.42398
89,1958.06.15,15--Jun--58,1958,Invalid,AUSTRALIA,Queensland,Green Island,NULL,2145,-20.9803627,149.1509638
90,1958.02.19,19--Feb--58,1958,Invalid,AUSTRALIA,New South Wales,NULL,NULL,2138,-31.8759835,147.2869493
91,1958.01.27,27--Jan--58,1958,Unprovoked,AUSTRALIA,New South Wales,5 miles south of Sussex Inlet at mouth of Berara Lake,N,2136,-37.81571553,144.97003273
92,1958.01.19,19--Jan--58,1958,Unprovoked,AUSTRALIA,New South Wales,Brunswick Heads,N,2135,-28.538885,153.5483811
93,1957.12.31,31--Dec--57,1957,Unprovoked,AUSTRALIA,South Australia,"Port Hughes, 100 miles from Adelaide in Spencer Gulf",N,2123,-34.9339186,138.60407801
94,1957.11.04.R,Reported 04--Nov--1957,1957,Boat,AUSTRALIA,New South Wales,Off Scotts,N,2116,-35.31376452,149.13642861
95,1957.07.09,09--Jul--57,1957,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,N,2109,-10.58325428,142.21634123
96,1957.05.11,11--May--57,1957,Unprovoked,AUSTRALIA,New South Wales,"Tea Gardens, north of Newcastle",N,2107,-37.81571553,144.97003273
97,1957.04.23,23--Apr--57,1957,Unprovoked,AUSTRALIA,New South Wales,"Merewether Beach, Newcastle",N,2103,-32.9492943,151.7569150124
98,1957.04.13,13--Apr--57,1957,Unprovoked,AUSTRALIA,Torres Strait,"Thursday Island Harbour, Queensland",N,2101,-10.58325428,142.21634123
99,1957.02.02,02--Feb--57,1957,Unprovoked,AUSTRALIA,Western Australia,Cape Levêque,UNKNOWN,2096,-16.3967769,122.9279055
659,1849.12.01,01--Dec--1849,1849,Unprovoked,AUSTRALIA,New South Wales,"Woolloomooloo, Sydney Harbor (Estuary)",Y,273,-35.31376452,149.13642861
660,1849.09.19,19--Sep--1849,1849,Unprovoked,AUSTRALIA,Victoria,Warrnambool,Y,271,-38.3826241,142.4814191
661,1849.01.27,27--Jan--1849,1849,Invalid,AUSTRALIA,New South Wales,Sydney,NULL,268,-33.8548157,151.2164539
662,1847.11.30,30--Nov--1847,1847,Unprovoked,AUSTRALIA,Queensland,Brisbane River,N,264,-27.1609698,152.5361974
663,1847.03.11,11--Mar--1847,1847,Sea Disaster,AUSTRALIA,Queensland,Moreton Bay,N,260,-27.2397819,153.2539994
664,1847.00.00.c,Reported in 1847,1847,Unprovoked,AUSTRALIA,Queensland,Moreton Bay,N,258,-27.2397819,153.2539994
665,1845.12.26,26--Dec--1845,1845,Unprovoked,AUSTRALIA,New South Wales,Newcastle ,Y,252,-32.9272881,151.7812534
666,1842.00.00.a,1842,1842,Unprovoked,AUSTRALIA,New South Wales,Sydney Harbor,N,239,-33.83893835,151.2105662989
667,1841.03.27,27--Mar--1841,1841,Unprovoked,AUSTRALIA,New South Wales,"Cockatoo Island, Sydney",Y,238,-33.8464922,151.1731382
668,1840.12.00,Dec--1840,1840,Unprovoked,AUSTRALIA,New South Wales,"Off Domain, Sydney Harbor",Y,237,-35.31376452,149.13642861
669,1840.02.00,Feb--1840,1840,Boat,AUSTRALIA,Tasmania,George Town Cove,N,233,-41.1050157,146.8238459
670,1839.11.17,17--Nov--1839,1839,Invalid,AUSTRALIA,New South Wales,NULL,NULL,232,-31.8759835,147.2869493
671,1839.00.00.b,1839/1840,1839,Unprovoked,AUSTRALIA,South Australia,"Horn Point, Lady's Bay",Y,230,-34.7830806,138.48056865
672,1837.01.17,17--Jan--1837,1837,Unprovoked,AUSTRALIA,New South Wales,Macleay River,Y,226,-30.734359,151.94878
673,1836.00.00.a,1836.00.,1836,Unprovoked,AUSTRALIA,South Australia,NULL,UNKNOWN,222,-30.5343665,135.6301212
674,ND-0108,Before 2003,0,Unprovoked,GREECE,Dodecanese Islands,Near Symi Island,Y,92,36.373,27.218
675,ND.0082,"No date, Before 8--May--1965",0,Unprovoked,GREECE,Island of Volos,Eastern shore,Y,72,39.36667,22.94583
676,ND.0027,No date,0,Unprovoked,GREECE,Dodecanese Islands,Symi Island,N,28,36.373,27.218
677,1776.00.00.b,1776,1776,Boat,GREENLAND,NULL,NULL,Y,158,71.8171799,-40.4262878368
678,1970.06.13.b,13--Jun--70,1970,Unprovoked,GRENADA,St. Andrew Parish,Grenville,Y,2913,37.18817,-3.60667
679,1970.06.13.a,13--Jun--70,1970,Unprovoked,GRENADA,St. Andrew Parish,Grenville,Y,2912,37.18817,-3.60667
680,1970.04.04,04--Apr--70,1970,Unprovoked,GRENADA,St. Andrew Parish,Grenville,Y,2910,37.18817,-3.60667
681,1960.00.00.i,1960,1960,Unprovoked,GRENADA,St. Georges ,Black Point Bay,N,2279,12.05644,-61.74849
682,2013.04.13.a,13--Apr--13,2013,Unprovoked,GUAM,NULL,NULL,Y,5619,13.444138,144.7336264458
683,2010.02.04,04--Feb--10,2010,Invalid,GUAM,Merizo,Achang Reef,NULL,5260,13.27125,144.67464
684,2009.05.12,12--May--09,2009,Provoked,GUAM,North Region,Ritidian Point,N,5176,13.47861,144.81834
685,1960.03.28,28--Mar--60,1960,Unprovoked,GUAM,NULL,NULL,N,2296,13.444138,144.7336264458
686,1952.12.14,14--Dec--62,1952,Invalid,GUATEMALA,NULL,NULL,NULL,1908,15.6356088,-89.8988087
687,1863.12.14,14--Dec--1863,1863,Unprovoked,GUINEA,Conakry Region,Ile de Loss,Y,351,9.60703,-13.597
688,1776.00.00.R,Reported 1776,1776,Unprovoked,GUINEA,NULL,NULL,Y,159,10.7226226,-10.7083587
689,1642.00.00.b,Late 1600s Reported 1728,1642,Invalid,GUINEA,NULL,NULL,NULL,139,10.7226226,-10.7083587
690,2006.10.00.a,Oct--06,2006,Unprovoked,GULF OF ADEN,Between Somalia & Yemen,NULL,Y,4878,12.5331,47.9224
691,1923.08.08,08--Aug--23,1923,Unprovoked,GUYANA,Demerara County,Off the Demerara River ,N,1104,4.8604,-58.9302
692,1914.03.10.R,Reported 10--Mar--1914,1914,Sea Disaster,GUYANA,Essequibo,Essequibo River Mouth,Y,962,4.8604,-58.9302
693,1871.05.13.R,Reported 13--May 1871,1871,Invalid,GUYANA,NULL,Demerara,NULL,397,4.8604,-58.9302
694,1921.08.22,22--Aug--21,1921,Unprovoked,HAITI,Cape Haitien,Marine Dock,Y,1056,18.9712,-72.2852
695,1907.10.12,12--Oct--07,1907,Invalid,HAITI,Tiburon Peninsula,Aux Cayes (now Les Cayes),NULL,858,18.9712,-72.2852
133,1953.02.00,Feb--53,1953,Unprovoked,AUSTRALIA,NULL,NULL,N,1916,-24.7761086,134.755
134,1953.01.20,20--Jan--53,1953,Provoked,AUSTRALIA,South Australia,Largs Bay,N,1915,-34.8276219,138.4951319791
135,1953.01.08,08--Jan--53,1953,Boating,AUSTRALIA,Tasmania,Wynyard,N,1914,-40.9875424,145.7282223
136,1953.00.00.c,1953,1953,Unprovoked,AUSTRALIA,NULL,NULL,N,1913,-24.7761086,134.755
137,1952.12.24,24--Dec--52,1952,Unprovoked,AUSTRALIA,Victoria,"Portsea Beach, near Melbourne",N,1910,-38.3203781,144.7123345
138,1952.12.21,21--Dec--52,1952,Unprovoked,AUSTRALIA,South Australia,Cape Douglas,N,1909,-38.0231747,140.5906436
139,1952.05.07.R,Reported 07--May--1952,1952,Unprovoked,AUSTRALIA,Western Australia,Boyup Brook,N,1893,-33.8321176,116.3853069
140,1952.04.06,06--Apr--52,1952,Boating,AUSTRALIA,South Australia,Streaky Bay,N,1891,-32.7977727,134.2098635
141,1952.01.07,07--Jan--52,1952,Unprovoked,AUSTRALIA,New South Wales,Evans Head,N,1887,-29.1174093,153.4312097
142,1951.12.16,16--Dec--51,1951,Provoked,AUSTRALIA,New South Wales,North Bondi,N,1880,-33.882351,151.2768611
143,1951.12.06,06--Dec--51,1951,Unprovoked,AUSTRALIA,New South Wales,"Merewether Beach, Newcastle",Y,1878,-32.9492943,151.7569150124
144,1951.10.22,22--Oct--51,1951,Unprovoked,AUSTRALIA,Queensland,"Ocean baths, Kissing Point Beach ",Y,1873,-19.24208864,146.80699855
145,1951.09.02-R,Reported 02--Sep--1951,1951,Unprovoked,AUSTRALIA,Queensland,Fitzroy River near Rockhampton,Y,1869,-38.22590049,141.76489212
146,1951.03.26,26--Mar--51,1951,Provoked,AUSTRALIA,New South Wales,Avalon,N,1858,-33.6365039,151.3290299
147,1951.03.24,24--Mar--51,1951,Unprovoked,AUSTRALIA,New South Wales,Sydney,N,1857,-33.8548157,151.2164539
148,1951.02.03,03--Feb--51,1951,Unprovoked,AUSTRALIA,New South Wales,"Windang, near the entrance to Lake Illawarra",N,1854,-34.55679221,150.86572022
149,1951.02.01,01--Feb--51,1951,Unprovoked,AUSTRALIA,New South Wales,Bondi Beach,N,1853,-33.8906977,151.2724119
150,1951.01.03,03--Jan--51,1951,Invalid,AUSTRALIA,New South Wales,Hawkesbury River,NULL,1851,-33.5038702,150.9274931
151,1950.12.31,31--Dec--50,1950,Unprovoked,AUSTRALIA,Queensland,Kirra,N,1849,-28.1676805,153.5295271
152,1950.12.19.R,Reported 19--Dec--1950,1950,Unprovoked,AUSTRALIA,New South Wales,Jervis Bay,N,1848,-35.065,150.7344444
153,1950.12.16,16--Dec--50,1950,Unprovoked,AUSTRALIA,Queensland,"Palm Beach North, 5 miles north of Burleigh Heads, Brisbane",Y,1847,-28.090974,153.45749712
154,1950.11.29,29--Nov--50,1950,Provoked,AUSTRALIA,Northern Territory,Goulburn Island,N,1846,-11.5945074,133.4549147
155,1950.11.25,25--Nov--50,1950,Unprovoked,AUSTRALIA,Queensland,"Burleigh Heads, Brisbane",N,1845,-28.10023464,153.44309667
156,1950.11.12,12--Nov--50,1950,Boating,AUSTRALIA,Queensland,Yeppoon,N,1844,-23.1348035,150.7436625
157,1950.10.04,04--Oct--50,1950,Unprovoked,AUSTRALIA,Queensland,"Peterson's Beach, Sarina",N,1842,-28.00330517,153.36252689
158,1950.07.27.R,Reported 27--Jul--1950,1950,Boating,AUSTRALIA,South Australia,Streaky Bay,N,1839,-32.7977727,134.2098635
159,1950.04.09.b,09--Apr--50,1950,Sea Disaster,AUSTRALIA,Queensland,Cooper's Point,Y,1828,-33.83859914,151.20632933
160,1950.03.01,01--Mar--50,1950,Invalid,AUSTRALIA,Western Australia,"City Beach, Perth",NULL,1824,-31.9364674,115.7599058
161,1950.02.18.R,Reported 18--Feb--1950,1950,Unprovoked,AUSTRALIA,Western Australia,"Cottesloe, Perth",N,1823,-31.9968157,115.7609528
162,1950.01.12.R,Reported 12--Jan--1950,1950,Unprovoked,AUSTRALIA,Victoria,South Werribee Beach,N,1820,-34.92717123,138.50088686
163,1950.00.00.m,1950,1950,Boating,AUSTRALIA,Tasmania,Triabunna,N,1819,-42.504035,147.9139308
164,1949.12.00.a,Dec--49,1949,Unprovoked,AUSTRALIA,Victoria,Seaholme,N,1805,-37.8641585,144.8442324
165,1949.11.20,20--Nov--49,1949,Unprovoked,AUSTRALIA,New South Wales,"Kurnell, Botany Bay ",N,1804,-35.31376452,149.13642861
166,1949.11.12,12--Nov--49,1949,Invalid,AUSTRALIA,Victoria,Port Phillip Bay,NULL,1803,-38.10497705,144.7797343262
6081,1956.07.17,17--Jul--56,1956,Unprovoked,USA,Florida,"Miami Beach, Miami-Dade County",N,2056,25.819,-80.1206
6082,1956.07.12,12--Jul--56,1956,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",N,2055,32.8194,-79.7344
6083,1956.00.00.e,1956,1956,Provoked,USA,Virginia,"Virginia Beach, Princess Anne County",N,2036,32.1377,-80.7629
6084,1956.00.00.d,1956,1956,Unprovoked,USA,Virginia,"Virginia Beach, Princess Anne County",UNKNOWN,2035,32.1377,-80.7629
6085,1955.12.11,11--Dec--55,1955,Boating,USA,Florida,½ mile offshore & 9 miles north of Fort Pierce,N,2030,32.1377,-80.7629
6086,1955.09.20,20--Sep--55,1955,Unprovoked,USA,Hawaii,East Moloka'i,N,2024,21.1848,-156.986
6087,1955.09.04,04--Sep--55,1955,Unprovoked,USA,California,"Venice Beach, Los Angeles County",N,2023,33.9847,-118.468
6088,1955.09.03,03--Sep--55,1955,Unprovoked,USA,California,"Venice Beach, Los Angeles County",N,2022,33.9847,-118.468
6089,1955.08.30.a,30--Aug--55,1955,Provoked,USA,California,"Zuma Beach, Santa Monica, Los Angeles County",N,2020,34.0218,-118.831
6090,1955.08.04.R,Reported 04--Aug--1955,1955,Provoked,USA,South Carolina,Windy Hill Beach,N,2017,33.7935,-78.7284
6091,1955.07.23,23--Jun--55,1955,Unprovoked,USA,Rhode Island,Occupasstuxet  (Patuxent) Cove,N,2013,41.622958,-71.229477
6092,1955.05.08,08--May--55,1955,Provoked,USA,California,"Malibu, Los Angeles County",N,2010,34.0259,-118.78
6093,1955.04.00,Apr--55,1955,Unprovoked,USA,Hawaii,"Hilo, Hawai'i",N,2006,19.7071,-155.088
6094,1955.02.10,10--Feb--55,1955,Unprovoked,USA,California,"Trinidad Bay, Humboldt County",N,2002,41.0407,-124.145
6095,1955.02.06,06--Feb--55,1955,Unprovoked,USA,California,"Pacific Grove, Monterey County",N,2001,36.6177,-121.917
6096,1955.00.00.f,1955,1955,Unprovoked,USA,Florida,"Vero Beach, Indian River County",UNKNOWN,1994,27.6386,-80.3973
6097,1955.00.00.c,1955,1955,Invalid,USA,Illinois,Chicago (Lake Michigan),NULL,1991,40.00032,-89.25037
6098,1954.11.20,20--Nov--54,1954,Unprovoked,USA,Wake Island,Wilkes Islet Lagoon (Pacific Ocean north of the Marshall Islands),N,1984,37.0902,-95.7129
6099,1954.10.07,07--Oct--54,1954,Sea Disaster,USA,Virginia,150 miles off Cape Henry,Y,1983,32.1377,-80.7629
6100,1954.09.21,21--Sep--54,1954,Unprovoked,USA,California,"La Jolla, San Diego County",N,1979,32.8474,-117.252
6101,1954.07.04.R,Reported 04--Jul--1954,1954,Unprovoked,USA,Florida,Florida Keys,N,1969,25.0273,-81.5358
6102,1954.06.29,29--Jun--54,1954,Provoked,USA,California,"Santa Monica, Los Angeles County",N,1965,34.0195,-118.491
6103,1954.04.08,08--Apr--54,1954,Invalid,USA,Hawaii,"Wailupe, O'ahu",NULL,1960,19.41271,-154.96301
6104,1954.00.00.b,1954,1954,Unprovoked,USA,Hawaii,Moloka'i,N,1950,21.1848,-156.986
6105,1953.09.20.R,Reported 20--Sep--1953,1953,Unprovoked,USA,California,"Santa Catalina Island, Los Angeles County",N,1940,33.3879,-118.416
6106,1953.09.18,18--Sep--53,1953,Sea Disaster,USA,Georgia,200 miles east of Savannah,N,1939,32.0809,-81.0912
6107,1953.09.03.R,Reported 03--Sep--1953,1953,Unprovoked,USA,New York,Rockaway Beach,N,1938,40.5853,-73.8021
6108,1953.09.02,02--Sep--53,1953,Unprovoked,USA,Hawaii,"Waiau, Pearl Harbor, O'ahu",N,1937,32.1377,-80.7629
6109,1953.07.26,26--Jul--53,1953,Unprovoked,USA,Hawaii,"Maile Beach, O'ahu",Y,1934,21.4208,-158.178
6110,1953.07.16,16--Jul--53,1953,Provoked,USA,California,"Santa Catalina Island, Los Angeles County",N,1933,33.3879,-118.416
6111,1953.07.15,15--Jul--53,1953,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",N,1932,26.8798,-80.0534
6112,1953.07.04,04--Jul--53,1953,Unprovoked,USA,Hawaii,Kaula Rock near Niihau ,N,1929,21.6547,-160.542
6113,1953.04.04,04--Apr--53,1953,Unprovoked,USA,Texas,South Padre Island,N,1925,26.1118,-97.1681
6114,1953.02.18,18--Feb--53,1953,Provoked,USA,Hawaii,"Barber’s Point, O'ahu",N,1918,21.3224,-158.081
6115,1953.00.00.a,1953,1953,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",N,1911,26.874,-80.0506
6116,1952.08.03,03--Aug--52,1952,Unprovoked,USA,Hawaii,"Between Ala Moana Channel & Kewalo Basin, O'ahu",Y,1906,21.2871,-157.831
6117,1952.12.07,07--Dec--52,1952,Unprovoked,USA,California,"Pacific Grove, Monterey Bay, Monterey County",Y,1905,36.6177,-121.917
6118,1952.12.03,03--Dec--52,1952,Unprovoked,USA,Hawaii,"Maile Beach, O'ahu",Y,1904,21.4208,-158.178
6119,1952.07.27.d,27--Jul--52,1952,Boating,USA,Florida,"Panacea, Wakulla County",N,1900,30.0291,-84.3986
